Last Updated Date,Last Updated Date일,Employer,Doing Business As,Account Status,Opted into E-Verify+,Date Enrolled,Date Terminated,Workforce Size,Hiring Site Locations,Number of Hiring Sites,레코드 수
2026. 2. 17.,2026년 2월 17일,FEDERAL MAINTENANCE HAWAII LLC,,Open,No,02/17/2026,,20 to 99,HI,1,1
2026. 2. 17.,2026년 2월 17일,Fielack Electric Corp,,Open,Yes,02/17/2026,,10 to 19,NY,1,1
2026. 2. 17.,2026년 2월 17일,"Fike Bros Carpet One Floor & Home, LLC","Fike Bros Carpet One Floor & Home, LLC ",Open,Yes,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,Filbur Manufacturing LLC,Filbur Manufacturing LLC,Open,Yes,02/17/2026,,20 to 99,"CA,OR",2,1
2026. 2. 17.,2026년 2월 17일,"First Coast Properties of Jacksonville, Inc",A.J. Wells Roofing and Construction,Open,Yes,02/17/2026,,20 to 99,FL,1,1
2026. 2. 17.,2026년 2월 17일,FLIGHT SUITS,,Open,No,02/17/2026,,20 to 99,CA,1,1
2026. 2. 17.,2026년 2월 17일,Foray Specialty,,Open,Yes,02/17/2026,,20 to 99,"GA,TX",2,1
2026. 2. 17.,2026년 2월 17일,"Four Corners Group, Inc.",,Open,Yes,02/17/2026,,5 to 9,GA,4,1
2026. 2. 17.,2026년 2월 17일,Free Range Games,Free Range Games,Open,Yes,02/17/2026,,20 to 99,CA,2,1
2026. 2. 17.,2026년 2월 17일,Freedom Academy of Music Education,Freedom Academy of Music Education,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,FREEDOM HOUSE INC,,Open,No,02/17/2026,,100 to 499,DC,1,1
2026. 2. 17.,2026년 2월 17일,Freedom Vapor Barrier East Coast Corp,Freedom Vapor Barrier East Coast Corp,Open,Yes,02/17/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,Fulton County Government,,Open,No,02/17/2026,,"2,500 to 4,999",GA,1,1
2026. 2. 17.,2026년 2월 17일,"G W Hotel, Inc.",,Open,No,02/17/2026,,10 to 19,PA,1,1
2026. 2. 17.,2026년 2월 17일,"Garrett Heilbrun Technology Partners, LLC",Cobalt Product Solutions,Open,Yes,02/17/2026,,10 to 19,TX,1,1
2026. 2. 17.,2026년 2월 17일,"Garrett Masonry, Inc.",,Open,Yes,02/16/2026,,5 to 9,AL,1,1
2026. 2. 17.,2026년 2월 17일,GB Employment LLC,,Open,Yes,02/17/2026,,20 to 99,"FL,GA,NV",6,1
2026. 2. 17.,2026년 2월 17일,GECAC,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,"GLOBAL PRECISION RESEARCH, LLC",,Open,No,02/17/2026,,20 to 99,NY,1,1
2026. 2. 17.,2026년 2월 17일,"Goodwill Industries of Northeast Texas, Inc.",,Open,No,02/17/2026,,100 to 499,"OK,TX",13,1
2026. 2. 17.,2026년 2월 17일,Grandbar LlC,Grand Bar Events,Open,No,02/17/2026,,10 to 19,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Grandbar LlC,Grand Bar Events,Open,Yes,02/11/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Green Fleet Holdings LLC,Servpro,Open,Yes,02/17/2026,,100 to 499,"NJ,PA",4,1
2026. 2. 17.,2026년 2월 17일,Green Leaf Payroll & Business Solutions Inc.,,Open,No,02/17/2026,,20 to 99,CA,1,1
2026. 2. 17.,2026년 2월 17일,"Growhouse, LLC",,Open,Yes,02/17/2026,,10 to 19,FL,3,1
2026. 2. 17.,2026년 2월 17일,Guided learning center,Mathnasium of Annandale,Open,Yes,02/17/2026,,10 to 19,VA,1,1
2026. 2. 17.,2026년 2월 17일,Gulf Coast Scrap Metal Inc.,gulf coast scrap metal,Open,Yes,02/17/2026,,5 to 9,TX,1,1
2026. 2. 17.,2026년 2월 17일,Haddo Edminston Inc.,Damschen Wood,Open,Yes,02/17/2026,,10 to 19,MN,1,1
2026. 2. 17.,2026년 2월 17일,"Harbin & Burnett, LLP",,Open,Yes,02/17/2026,,5 to 9,SC,1,1
2026. 2. 17.,2026년 2월 17일,Harland Medical Systems,Harland Medical Systems,Open,Yes,02/17/2026,,100 to 499,MN,1,1
2026. 2. 17.,2026년 2월 17일,Harper Cosmetic Surgery PLLC,,Open,No,02/17/2026,,10 to 19,NC,1,1
2026. 2. 17.,2026년 2월 17일,HARVEST INTEGRATED RESEARCH ORGANIZATION CORP.,,Open,No,02/17/2026,,100 to 499,MN,1,1
2026. 2. 17.,2026년 2월 17일,Hat Club LLC,,Open,No,02/17/2026,,100 to 499,"AZ,CA,NV,NY",10,1
2026. 2. 17.,2026년 2월 17일,Hedaya Cookies LLC,Crumbl Anderson,Open,Yes,02/17/2026,,20 to 99,SC,2,1
2026. 2. 17.,2026년 2월 17일,Hello Sugar Franchise LLC,,Open,Yes,02/17/2026,,10 to 19,AZ,1,1
2026. 2. 17.,2026년 2월 17일,HG Hoover LLC,,Open,No,02/17/2026,,5 to 9,AL,1,1
2026. 2. 17.,2026년 2월 17일,HG Tuscaloosa LLC,,Open,No,02/17/2026,,5 to 9,AL,1,1
2026. 2. 17.,2026년 2월 17일,High Point Lodging Associates LP,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,HLM Associates LLC,,Open,No,02/17/2026,,100 to 499,VA,1,1
2026. 2. 17.,2026년 2월 17일,Hupp Electric Motors,,Open,No,02/17/2026,,100 to 499,IA,1,1
2026. 2. 17.,2026년 2월 17일,Hupp Toyotalift,,Open,No,02/17/2026,,100 to 499,IA,1,1
2026. 2. 17.,2026년 2월 17일,"Husky Trails, LLC.",,Open,No,02/17/2026,,20 to 99,IN,1,1
2026. 2. 17.,2026년 2월 17일,"IMAJ Skin and Wellness Center, LLC",,Open,Yes,02/17/2026,,10 to 19,NV,1,1
2026. 2. 17.,2026년 2월 17일,In The Event,"In The Event, LLC",Open,Yes,02/17/2026,,20 to 99,UT,1,1
2026. 2. 17.,2026년 2월 17일,Independence Healthcare LLC,Abode Health and Wellness,Open,Yes,02/17/2026,,20 to 99,MO,1,1
2026. 2. 17.,2026년 2월 17일,Industrial Staffing Services Inc.,,Open,No,02/17/2026,,"1,000 to 2,499",NJ,1,1
2026. 2. 17.,2026년 2월 17일,Industrial Staffing Services LLC,,Open,No,02/17/2026,,100 to 499,NJ,1,1
2026. 2. 17.,2026년 2월 17일,"Industrial Steel Construction, Inc.","Industrial Steel Construction, Inc.",Open,Yes,02/17/2026,,100 to 499,IN,1,1
2026. 2. 17.,2026년 2월 17일,INFINILAKE INC,,Open,No,02/17/2026,,20 to 99,CA,1,1
2026. 2. 17.,2026년 2월 17일,"Innerpak of Wisconsin, Inc.",,Open,Yes,02/17/2026,,20 to 99,WI,1,1
2026. 2. 17.,2026년 2월 17일,"InScriptRx, Inc.",,Open,No,02/17/2026,,5 to 9,MA,1,1
2026. 2. 17.,2026년 2월 17일,"Ironworks Welding, Inc.",,Open,No,02/17/2026,,20 to 99,ND,1,1
2026. 2. 17.,2026년 2월 17일,"IRRIGREEN, INC",,Open,No,02/17/2026,,20 to 99,MN,1,1
2026. 2. 17.,2026년 2월 17일,Iselin Adult daycare center,,Open,Yes,02/17/2026,,10 to 19,NJ,1,1
2026. 2. 17.,2026년 2월 17일,J2 Hauling LLC,,Open,No,02/17/2026,,10 to 19,MN,1,1
2026. 2. 17.,2026년 2월 17일,J. Howard Construction Inc.,,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,J&M Construction Inc.,,Open,Yes,02/17/2026,,20 to 99,SC,1,1
2026. 2. 17.,2026년 2월 17일,"JBHM Architects, P.A.",JBHM Architecture,Terminated,Yes,02/17/2026,02/17/2026,20 to 99,MS,1,1
2026. 2. 17.,2026년 2월 17일,Jeffrey T Cavanaugh DDS PC,,Open,No,02/17/2026,,10 to 19,MO,1,1
2026. 2. 17.,2026년 2월 17일,JERI VENTURES LLC,,Open,No,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,Johnny Janosik,Johnny Janosik,Open,Yes,02/17/2026,,100 to 499,DE,1,1
2026. 2. 17.,2026년 2월 17일,Johns Truck and Trailer Service Inc,,Open,Yes,02/17/2026,,5 to 9,GA,1,1
2026. 2. 17.,2026년 2월 17일,K&K Capital Inc,KK Capital ,Open,Yes,02/17/2026,,5 to 9,OH,2,1
2026. 2. 17.,2026년 2월 17일,K&L Operating Co.,ABC Insert Co,Open,Yes,02/17/2026,,10 to 19,PA,1,1
2026. 2. 17.,2026년 2월 17일,KB Charitable Trust,,Open,Yes,02/17/2026,,5 to 9,SC,1,1
2026. 2. 17.,2026년 2월 17일,"Kelly Imports of Hamburg, Inc",Kelly Hyundai,Open,Yes,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,"Kelly Imports of Hamburg, Inc",Kelly Toyota of Hamburg,Open,Yes,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,"Kelly Imports of Stroudsburg, Inc",Kelly Hyundai of Stroudsburg,Open,Yes,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,Kelly Nissan,,Open,Yes,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,Kevin Barry Art Advisory,Kevin Barry Art Advisory,Open,Yes,02/17/2026,,10 to 19,NV,1,1
2026. 2. 17.,2026년 2월 17일,"Key Rehabilitation, Inc.",,Open,No,02/17/2026,,500 to 999,TN,1,1
2026. 2. 17.,2026년 2월 17일,"Kid Success, LLC",Pediatrics Plus Developmental Preschool,Terminated,Yes,01/30/2026,03/19/2026,100 to 499,AR,9,1
2026. 2. 17.,2026년 2월 17일,Kings Initiative Inc,,Open,No,02/17/2026,,100 to 499,ID,1,1
2026. 2. 17.,2026년 2월 17일,KleenMark Services Corp,,Open,Yes,02/17/2026,,"1,000 to 2,499",WI,3,1
2026. 2. 17.,2026년 2월 17일,Koroheke Care LLC,,Open,No,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,"KP Property Advisors, LLC",,Open,Yes,02/17/2026,,5 to 9,VA,1,1
2026. 2. 17.,2026년 2월 17일,KPG Home Health LLC,KPG Home Health LLC,Open,Yes,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Kuzushi Incorporated,Zingage,Open,Yes,02/17/2026,,20 to 99,NY,1,1
2026. 2. 17.,2026년 2월 17일,"KyungshinLear Sales & Engineering, LLC",,Open,No,02/17/2026,,100 to 499,AL,1,1
2026. 2. 17.,2026년 2월 17일,L & R Installations LLC,,Open,No,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,"LAKELAND OFFICE SYSTEMS, LLC",,Open,No,02/17/2026,,20 to 99,MO,1,1
2026. 2. 17.,2026년 2월 17일,LAMZ LLC,,Open,No,02/17/2026,,100 to 499,FL,1,1
2026. 2. 17.,2026년 2월 17일,"Lanigan Ryan, P.C.",,Open,No,02/17/2026,,20 to 99,MD,1,1
2026. 2. 17.,2026년 2월 17일,Le Sueur Incorporated,,Open,No,02/17/2026,,100 to 499,MN,1,1
2026. 2. 17.,2026년 2월 17일,Len Foote Hike Inn Inc,,Open,No,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,"LeslieGrace Property & Development, Inc.",,Open,No,02/17/2026,,20 to 99,VT,1,1
2026. 2. 17.,2026년 2월 17일,Liberty Church Inc. - 2966906,,Open,No,02/17/2026,,20 to 99,"AL,FL,NY",8,1
2026. 2. 17.,2026년 2월 17일,Local Government Information Systems Association,LOGIS,Open,Yes,02/17/2026,,20 to 99,MN,1,1
2026. 2. 17.,2026년 2월 17일,Local Tap Two LLC,Suwanee Social ,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,"LucyRx Health Solutions, Inc",LucyRx,Open,No,02/17/2026,,100 to 499,"CA,MD,TX",3,1
2026. 2. 17.,2026년 2월 17일,Macon Pro Hockey LLC,Macon Mayhem,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,Magneto & Diesel Injector Services Inc.,,Open,No,02/17/2026,,500 to 999,TX,1,1
2026. 2. 17.,2026년 2월 17일,"MAMMOTH MEDICAL, INC",,Open,No,02/17/2026,,10 to 19,MA,1,1
2026. 2. 17.,2026년 2월 17일,Manfreda Construction Corp,,Open,Yes,02/17/2026,,20 to 99,OH,1,1
2026. 2. 17.,2026년 2월 17일,"Mansfield Tax & Accounting Solutions, LLC",Mansfield CPAs,Open,Yes,02/17/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,Marcos Franchising LLC,,Open,No,02/17/2026,,100 to 499,OH,1,1
2026. 2. 17.,2026년 2월 17일,"MARK III BROKERAGE, INC",,Open,Yes,02/17/2026,,20 to 99,TN,1,1
2026. 2. 17.,2026년 2월 17일,"Maryland Family Resource, Inc.",,Open,No,02/17/2026,,20 to 99,MD,1,1
2026. 2. 17.,2026년 2월 17일,MASSENBURG CONSTRUCTION INC,,Open,Yes,02/17/2026,,5 to 9,SC,1,1
2026. 2. 17.,2026년 2월 17일,Masters Building Products,Masters Building Products,Open,Yes,02/17/2026,,20 to 99,FL,1,1
2026. 2. 17.,2026년 2월 17일,Masters Lumber and Hardware LLC,Masters Building Products ,Open,Yes,02/17/2026,,20 to 99,FL,1,1
2026. 2. 17.,2026년 2월 17일,MB Freight Corp,,Open,Yes,02/17/2026,,100 to 499,FL,1,1
2026. 2. 17.,2026년 2월 17일,McConnell Paving Company,,Open,Yes,02/17/2026,,5 to 9,PA,1,1
2026. 2. 17.,2026년 2월 17일,"MEDAC HEALTH SERVICES, P.A.",,Open,No,02/17/2026,,500 to 999,NC,5,1
2026. 2. 17.,2026년 2월 17일,Medical Staffing Services Inc.,,Open,No,02/17/2026,,100 to 499,NJ,1,1
2026. 2. 17.,2026년 2월 17일,MEMORIAL HOSPITAL,,Open,No,02/17/2026,,"1,000 to 2,499",MI,1,1
2026. 2. 17.,2026년 2월 17일,Mercer Services Inc,Mercer Services Inc,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,"Merchants Market Group, LLC",,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,MESQUITE PLUMBING ACQUISITION CO LLC,,Open,No,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,Metanoia Recovery LLC,,Open,Yes,02/17/2026,,20 to 99,MA,3,1
2026. 2. 17.,2026년 2월 17일,Michigan Landscape Services,DeVries Landscape,Open,Yes,02/17/2026,,20 to 99,MI,1,1
2026. 2. 17.,2026년 2월 17일,Mid-Nebraska Land Developers,Mid Nebraska Land Developers,Open,Yes,02/17/2026,,20 to 99,NE,1,1
2026. 2. 17.,2026년 2월 17일,Monarch Treatment Center,,Open,Yes,02/17/2026,,10 to 19,CA,1,1
2026. 2. 17.,2026년 2월 17일,MONTANA CHICKEN GREAT FALLS LLC,,Open,No,02/17/2026,,20 to 99,MT,1,1
2026. 2. 17.,2026년 2월 17일,Montco Inc.,,Open,No,02/17/2026,,20 to 99,NJ,1,1
2026. 2. 17.,2026년 2월 17일,Morganton Lodging Associates LP,,Open,No,02/17/2026,,100 to 499,NC,1,1
2026. 2. 17.,2026년 2월 17일,"Morgul Enterprises, Inc",Roccos Little Chicago Pizzeria,Open,Yes,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,MR17 LLC,Maple & Rye,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,Mt. Carmel Cemetery,,Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,Murphy Company,,Open,Yes,02/17/2026,,20 to 99,SD,1,1
2026. 2. 17.,2026년 2월 17일,MWK Forbes II LLC,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,Nak IT Group INC,,Open,Yes,02/17/2026,,20 to 99,SC,1,1
2026. 2. 17.,2026년 2월 17일,"Napa Poke, LLC",,Open,No,02/17/2026,,20 to 99,CA,2,1
2026. 2. 17.,2026년 2월 17일,NASA/Goddard Space Flight Center,NASA/Goddard Space Flight Center,Open,No,02/17/2026,,"10,000 and over",MD,1,1
2026. 2. 17.,2026년 2월 17일,National Collegiate Athletic Association,NCAA,Open,No,02/17/2026,,"10,000 and over",IN,1,1
2026. 2. 17.,2026년 2월 17일,Navigantis Inc.,,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,Neighborhood Youth Leadership,,Open,No,02/17/2026,,20 to 99,NC,1,1
2026. 2. 17.,2026년 2월 17일,Nelson Madden Black LLP,,Open,No,02/17/2026,,5 to 9,NY,1,1
2026. 2. 17.,2026년 2월 17일,NEW ACCESS RESEARCH AND MEDICAL SERVICES INC,NEW ACCESS RESEARCH AND MEDICAL SERVICES INC,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,New York State Department of Public Service,New York State Department of Public Service,Open,Yes,02/17/2026,,500 to 999,NY,4,1
2026. 2. 17.,2026년 2월 17일,Newtown OSL,,Open,No,02/17/2026,,10 to 19,OH,1,1
2026. 2. 17.,2026년 2월 17일,NexWave Technologies LLC,,Open,Yes,02/17/2026,,5 to 9,WY,1,1
2026. 2. 17.,2026년 2월 17일,Nikshi Technologies LLC,,Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,Nomic Inc,Nomic AI ,Open,Yes,02/17/2026,,10 to 19,NY,1,1
2026. 2. 17.,2026년 2월 17일,"Normet Americas, Inc.","Normet Americas, Inc.",Open,Yes,02/17/2026,,20 to 99,"NV,UT",2,1
2026. 2. 17.,2026년 2월 17일,North Star Lodging Management Inc,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,Northwest Abortion Access Fund,,Open,Yes,02/17/2026,,5 to 9,OR,1,1
2026. 2. 17.,2026년 2월 17일,"Oasis Daycare,llc",Oasis Daycare,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,OConnor Corporation,OConnor Corporation,Open,Yes,02/17/2026,,100 to 499,"FL,MA",2,1
2026. 2. 17.,2026년 2월 17일,OM GEORGETOWN INDY WINGS LLC,,Open,No,02/17/2026,,10 to 19,IN,1,1
2026. 2. 17.,2026년 2월 17일,OM SHELBY INDY WINGS LLC,,Open,No,02/17/2026,,10 to 19,IN,1,1
2026. 2. 17.,2026년 2월 17일,OM WASHINGTON INDY WINGS LLC,,Open,No,02/17/2026,,10 to 19,IN,1,1
2026. 2. 17.,2026년 2월 17일,OMNI INVICTUS DBA ARRAY,OMNI INVICTUS DBA ARRAY,Open,No,02/17/2026,,500 to 999,TX,1,1
2026. 2. 17.,2026년 2월 17일,ONE SOURCE KITCHEN & BATH INC,,Open,No,02/17/2026,,10 to 19,NJ,1,1
2026. 2. 17.,2026년 2월 17일,Open Road Brands LLC,,Open,No,02/17/2026,,20 to 99,KS,1,1
2026. 2. 17.,2026년 2월 17일,Ossiscare Therapy Corp,,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,OVERBROOK ASSET MANAGEMENT LLC,,Open,No,02/17/2026,,10 to 19,NJ,1,1
2026. 2. 17.,2026년 2월 17일,Paddock Pool Equipment,,Open,No,02/17/2026,,100 to 499,SC,1,1
2026. 2. 17.,2026년 2월 17일,Padraos Consulting,,Open,Yes,02/17/2026,,5 to 9,TX,1,1
2026. 2. 17.,2026년 2월 17일,Painting Solutions Incorporated,,Open,No,02/17/2026,,100 to 499,AZ,1,1
2026. 2. 17.,2026년 2월 17일,"Pannell Industries, INC.","Pannell Industries, INC.",Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,"Pavo Behavioral Therapy, LLC",,Open,Yes,02/17/2026,,20 to 99,MI,1,1
2026. 2. 17.,2026년 2월 17일,"PCMI, LLC",,Open,No,02/11/2026,,100 to 499,"IL,MA",2,1
2026. 2. 17.,2026년 2월 17일,Peach Dermatology PC,Peach Dermatology,Open,Yes,02/17/2026,,10 to 19,GA,1,1
2026. 2. 17.,2026년 2월 17일,Penn Medical EMS LLC,,Open,Yes,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,Pennon Construction Company Inc,,Open,Yes,02/17/2026,,20 to 99,WA,1,1
2026. 2. 17.,2026년 2월 17일,"Perry Johnson, Inc.",,Open,Yes,02/17/2026,,20 to 99,MI,1,1
2026. 2. 17.,2026년 2월 17일,Phaedrus LLC,,Open,Yes,02/17/2026,,20 to 99,"MD,TX",2,1
2026. 2. 17.,2026년 2월 17일,Phillys on Elliot LLC,,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,PIONEERAI,,Open,Yes,02/17/2026,,20 to 99,TX,1,1
2026. 2. 17.,2026년 2월 17일,Pizza Bella LLC,,Open,No,02/17/2026,,20 to 99,SC,1,1
2026. 2. 17.,2026년 2월 17일,Players Point Hotel LLC,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,PNGA WSGA PROPERTIES INC,,Open,No,02/17/2026,,20 to 99,WA,1,1
2026. 2. 17.,2026년 2월 17일,"Prairie Insulation, LLC","Prairie Insulation, LLC",Open,Yes,02/17/2026,,10 to 19,IL,1,1
2026. 2. 17.,2026년 2월 17일,PRATS PICKLEBALL INVESTMENT FUND LLC,,Open,No,02/17/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,Premier Home Healthcare of SC,,Open,No,02/17/2026,,100 to 499,SC,1,1
2026. 2. 17.,2026년 2월 17일,PREMIUM LOAVES CAROLINAS INC,,Open,No,02/17/2026,,100 to 499,"IL,NC,SC",11,1
2026. 2. 17.,2026년 2월 17일,Presentation Partners in Housing,,Open,No,02/17/2026,,20 to 99,ND,1,1
2026. 2. 17.,2026년 2월 17일,Prestige Worldwide S&A VII LLC,Jersey Mikes Subs,Open,Yes,02/17/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,PrimeChoice Packaging,PrimeChoice Packaging,Open,Yes,02/17/2026,,20 to 99,NC,1,1
2026. 2. 17.,2026년 2월 17일,"PRO RESTORATION, INC.",,Open,No,02/17/2026,,20 to 99,NY,1,1
2026. 2. 17.,2026년 2월 17일,Proforce 1 Protection Services,,Open,Yes,02/17/2026,,10 to 19,CA,1,1
2026. 2. 17.,2026년 2월 17일,Project Read AI,,Open,Yes,02/17/2026,,5 to 9,WA,1,1
2026. 2. 17.,2026년 2월 17일,PromptHalo AI Technologies,,Open,Yes,02/17/2026,,5 to 9,TX,1,1
2026. 2. 17.,2026년 2월 17일,Protogroup Inc,,Open,No,02/17/2026,,10 to 19,FL,1,1
2026. 2. 17.,2026년 2월 17일,QUALITY BUSINESS SUPPORT TEAM LLC,,Open,Yes,02/17/2026,,20 to 99,MI,1,1
2026. 2. 17.,2026년 2월 17일,"Quantlink, Inc.","Quantlink, Inc.",Open,Yes,02/17/2026,,5 to 9,MN,1,1
2026. 2. 17.,2026년 2월 17일,QuestSpecialty LLC,,Open,No,02/17/2026,,100 to 499,"MI,TX",2,1
2026. 2. 17.,2026년 2월 17일,QUICK SIGNS AND GRAPHICS LLC,,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,Red Rock Family Services LLC,Red Rock Family Services,Open,Yes,02/17/2026,,5 to 9,AZ,1,1
2026. 2. 17.,2026년 2월 17일,REFLECTIONS THERAPY LCSW P.C.,REFLECTIONS THERAPY LCSW P.C.,Open,Yes,02/17/2026,,10 to 19,NY,1,1
2026. 2. 17.,2026년 2월 17일,"REV Group, LLC",,Open,No,02/17/2026,,100 to 499,"CT,WI",2,1
2026. 2. 17.,2026년 2월 17일,RICHARD BAZZYS SHULTS FORD WHEELING LLC,,Open,No,02/17/2026,,100 to 499,WV,1,1
2026. 2. 17.,2026년 2월 17일,Right Traffic Colorado,,Open,No,02/17/2026,,10 to 19,CO,1,1
2026. 2. 17.,2026년 2월 17일,Right Traffic Management,,Open,No,02/17/2026,,20 to 99,PA,1,1
2026. 2. 17.,2026년 2월 17일,Rite-Way Truck and Auto Rental,,Open,Yes,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,"Roger Estevez, MD., P.C",Clinical Research of South Nevada,Open,Yes,02/17/2026,,5 to 9,NV,1,1
2026. 2. 17.,2026년 2월 17일,"Rowley Boys Construction, Inc","Rowley Boys Construction, Inc",Open,Yes,02/17/2026,,5 to 9,UT,1,1
2026. 2. 17.,2026년 2월 17일,RT Tennessee,,Open,No,02/17/2026,,20 to 99,TN,1,1
2026. 2. 17.,2026년 2월 17일,"Sai Hospitality Management Company, LLC",,Open,No,02/17/2026,,100 to 499,"FL,GA",6,1
2026. 2. 17.,2026년 2월 17일,Salto Systems Inc.,Salto Systems Inc.,Open,Yes,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,Salty Turtle Beer Company,,Open,Yes,02/17/2026,,20 to 99,NC,1,1
2026. 2. 17.,2026년 2월 17일,"Savannah Biscuit, LLC",Vicious Biscuit,Open,Yes,02/17/2026,,20 to 99,GA,1,1
2026. 2. 17.,2026년 2월 17일,SB16 LLC,Four Corners Taphouse,Open,No,02/17/2026,,20 to 99,AZ,1,1
2026. 2. 17.,2026년 2월 17일,"Schettini Floor Solutions, LLC.","Schettini Floor Solutions, LLC.",Open,Yes,02/17/2026,,5 to 9,NC,1,1
2026. 2. 17.,2026년 2월 17일,Scott Schmitt & Sons Construction,,Open,No,02/17/2026,,5 to 9,ND,1,1
2026. 2. 17.,2026년 2월 17일,SEARCHERS CAPITAL LLC,,Open,No,02/17/2026,,5 to 9,TX,1,1
2026. 2. 17.,2026년 2월 17일,Shangri-La LLC,Shangri-La LLC,Open,Yes,02/17/2026,,5 to 9,NH,1,1
2026. 2. 17.,2026년 2월 17일,Shree Om 3530 llc,Shree Om 3530 llc,Open,Yes,02/17/2026,,10 to 19,FL,2,1
2026. 2. 17.,2026년 2월 17일,SHULTS FORD INC,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,SHULTS FORD LINCOLN INC,,Open,No,02/17/2026,,100 to 499,PA,3,1
2026. 2. 17.,2026년 2월 17일,SHULTS FORD SOUTH LLC,,Open,No,02/17/2026,,100 to 499,PA,1,1
2026. 2. 17.,2026년 2월 17일,SIGMA HEALTHCARE SOLUTIONS LLC,,Open,Yes,02/17/2026,,20 to 99,CA,1,1
2026. 2. 17.,2026년 2월 17일,"Sigma-Aldrich, Inc.","Sigma-Aldrich, Inc.",Open,No,02/17/2026,,"10,000 and over",MO,1,1
2026. 2. 17.,2026년 2월 17일,Silktide Inc,,Open,No,02/17/2026,,20 to 99,CA,1,1
2026. 2. 17.,2026년 2월 17일,"Simply Amazing Property Maintenance, LLC",,Open,Yes,02/17/2026,,5 to 9,FL,1,1
2026. 2. 17.,2026년 2월 17일,SIMULOGIX LLC,SIMULOGIX LLC,Open,Yes,02/17/2026,,5 to 9,"AZ,FL",2,1
2026. 2. 17.,2026년 2월 17일,SOURCE ONE ELECTRICAL INC,,Open,No,02/17/2026,,10 to 19,CA,1,1
2026. 2. 17.,2026년 2월 17일,Space Force Association,Space Force Association,Open,No,02/17/2026,,"10,000 and over",VA,1,1
